Görüş;Durum
Fiyatına göre gayet güçlü, güzel, kullanışlı, kaliteli. Emeği geçenlere teşekkür ederim.;2
Sıfıra yakın alıyor. Tarakları da özellikle sakal için yeterli;2
Ürün çok sesli ve güzel kesmiyor. Ne zaman sakal traşı yapsam ıssırıyor. Yüzüm kan içinde kalıyor.;1
güzel ürün teşekkür ederim ??;2
Daha iyisi zor olur;2
ürünü çok araştırdım bunda karar verdim iyi kide almışım çok zarif çok şık bir makine çift şarj girişi var normal kendi fişi var standlı şarj birde mikro usb girişi var powerbank ilede istediğiniz yerde kullanabilirsiniz tavsiye ederim;2
Kuaförüm kullanıyordu. Jilet gibi traş yapıyor. Sakal düzeltme için çok harika bir ürün.;2
Teşekkürler ürün anlatıldığı gibi;2
ürün ilk geldiğinden kullandım Çok beğendim Size de tavsiye ederim;2
Güzel bir ürün tavsiye ederim;2
Ürün gayet güzel,önceden de aldığım bir ürün.İçeriğinde de eksik çıkmadı,garanti belgesiyle birlikte güzelce paketlenmişti.Teşekkür ederim.;2
Benim gibi yüzünüze jilet vurmuyorsanız, zarar veriyorsa bu traş makinası tam aradığınız diyebilirim, daha önceki traş bıçaklarımla 5-3 kez geçtiğim yerleri tek seferde tertemiz alıyor, kesinlikle kullandığım en iyi makina.;2
Bi sıkıntı olmadı zaten bu cihazı başkasında görmüştüm alabilirsiniz sıkıntı yok;2
iletişim iyi ürün sağlam ve kullanışlı;2
Paketleme süper Ürün çok güzel ve kibar ışıklandırması güzel kullanışlı duruyor ancak kutuyu açtım makineyi çıkardım bıçağın olduğu yerdeki koruma aparatını çıkardım her yerinde küçük kıllar vardı ve iç tarafına sıkışmış uzun kıl vardı büyük ihtimal kullanılmış iade edilmiş ürün gönderdiler;0
gerçekten tam bir küçük dev..ufacık duruyor ama zehir gibi çalîşıyor;2
Anlatıldığı gibi işlevsel bir ürün. Bıçağı gayet keskin. Küçük boyutlu olması sakal düzeltmede çok kullanışlı hale geliyor. Kısacası beklentimi karşıladı.;2
7-8 senedir Powertech RFC - 558 ürününü kullanıyordum ve çok memnundum. Temizlerken kırıldı ve Powertech markasına güvendiğim için TR 658 ürününü aldım. TR 658 ürününden pek memnun olduğumu söyleyemeyeceğim. Daha yüksek fiyatlı olmasına rağmen RFC 558’den bariz bir şekilde kullanışsız bir ürün.;1
Daha önce kullandığım aynı marka cihazlardan çok daha mükemmel.Kısacası tereddüt etmeden alıp kullanabilirsiniz.;2
Fiyat performans ürünü. Şarjı başarılı;2
Ürünü geçtiğimiz günlerde almıştım. Kullanmamıştım. Şimdi denedim. Sakal traşı için almıştım ve 30 saniye falan sürdü sanırım traş olmam. jilet gibi çok güzel temizliyor. bir arkadaşım bende bu ürünü görüğü için bana da hediye et demesi üzerine ikinci ürünüde almış bulundum... kaliteli parasını fazlasıyla hak eden kral bir makine.;2
Cooooooooook begendim;2
Ürün sıfır kutusunda ve hızlı gönderildi... Makine sakal ense ve tüyler için kullandığınızda mükemmel... Başlık kısmında ufak bir ayarla sıfırlama yaptım... Gayet iyi... Tavsiye ederim;2
Evet beğendim çok güzel;2
Anlatıldğı gibi çok güzel;2
güzel ürün tavsiye ederim;2
Gayet iyi eksiksiz ve hasarsız geldi;2
urun sifir aliyor. sakal ve duzeltme icin 10 numara. piyasaya gore ucuz ve kaliteli... hic cekinmeden alin;2
Ürün daha çok sakal için. Kısa saç kullananlarda alabilir. En büyük tarağı 3mm. Saçıda sakalıda zorlanmadan alıyor.;2
Sadece sakal traşı için uzun yıllar kullanılır.;2
Ürün on numara beş yıldız yolma koparma kesinlikle yok canavar gibi makina bastırmaya bile gerek yok on numara kesim yapıyor kimileri boş boş konuşuyor işi kıllatıyor madem kıl adamsın git bin liralık makina al. Gözünüz kapalı alabilirsiniz hayırlı günler...;2
Gerçekten fiyatına göre çok iyi bir makine.;2
10 yıldır powertec kullanıyorum daha önce eski modellerini kullanmıştım. Bu makineyi 1 yıldır kullanıyorum. Jilet ayarında kısalıyor, arkadaşlarda denetim onlarda çok beğendi. Şimdi üçüncüsünü teslim aldım. Marka takıntılığı yapıp alman malı olanlara enayi parası ödemeyin;2
Ürün tarafıma eksik olarak gönderildi. Durumu mağazaya belirtmeme rağmen gönderim sağlamadı. Kesinlikle alışveriş yapılmayacak bir mağaza.;1
sorun yok gayet iyi çalışıyor;2
Güzel paketleme, hızlı gönderi, sorunsuz ürün.;2
Diğer ürünlerinden de kullandım. Bu da kaliteli duruyor;2
Çok güzel müthiş bir ürün;2
Ürünü aldım. Kalite süper Paketleme süper Performans süper Fiyat güzel  Herkese tavsiye ederim.;2
ürün güzel gayet tatmin edici ??;2
Süperr ötesi gerçekten tek seferde alıyor;2
Ürün gayet güzel. Temiz kullanıldığı sürece problem çıkarmaz.;2
Kaliteli güçlü bir makina;2
siparişim aynı gün yolda cıktı. persembe günü okuduğu için üzülüyordum babalar gününe yetişmez diye. Cuma günü elimizde oldu. minnettarım??;2
Hayır begenmedım;1
Makina güzel . Canavar gibi çalışıyor. Sakal için aldım tavsiye ederim. Jilettet bir numara kalın sıfıra yakın ediyor. Saçımı da sıfıra vurdum herkesin evde olduğu dönemde gayet te memnunum.;2
ürün anlatıldığı gibi muhteşem teşekkürler;2
bence ev kullanimlarinda cok cok ywterli;2
Özellikle denedikten sonra yorum yapayım dedim. Berberim tavsiye etmişti. Kol bacak sırt göğüs harika alıyor. Tavsiye ederim.;2
hemen alın düşünmeden;2
ürün fena değil.malzeme kalitesi cok iyi değil.baslıkları kullanarak sakal tıraşı performansını begenmedim.baslık kullanmadan sakal tıraşı ve ense temizliginde daha iyi.;0
Ürün çok hızlı geldi üründe zaten güzel teşekkürler satıcı ve N11.com ??;2
Başta yetkili satıcı çok tşk ederim. Ürün anlatıldığı gibi kutusu tam ve şarjlı geliyor. Hemen tras oldum sonuç harika. Sakallarım çok sert olmasına rağmen rahat ve sıfıra yakın tıraş oldum. kesinlikle tavsiye ederim.;2
Ürünü beğendim kesimi şimdilik güzel.;2
Firma adaptörsüz ürün yolladi. Defalarca mail attım. Şimdiye kadar böyle hata çıkmadı kargo tutanağını ve kargo poşet resmini istedi. Kırık ürün değil ki tutanak tutturalım. Kargo görevlisi içinden adaptörü de almış olamaz çünku poset yırtık değildi. Firmaya soru sor kısmından da bir soru sordum alakasiz cevaplar yazdilar. Mail yoluyla ulastim urunun resmini attım. Yine de çözüme ulaşmadı. Böyle sorumsuz firmalardan uzak durun. Siz ürünü gönderirken niye kontrol etmiyorsunuz da benden tutanak istiyorsunuz? Bir daha asla bu firmadan ürün almam.;1
Ürün sıfır traş için ideal.;2
ürün orijinal kutusunun içinde 1,5 ve 3 mm lik 3 adet başlığı,temizleme fırçası ve taşınır şarj cihazı ile geldi.saç,sakala ve vücut kılları için fazlasıyla yeterli.kaliteli profesyonel ürün.beğendim,tavsiye ederim.;2
ürün ve paketleme süper emeği geçen herkese teşekkürler tavsiye ederim;2
Tam bir fiyat performans ürünü. Köpeklerim için aldım tüyleri hiç çekiştirmeden hızla traş etti;2
Ürün fiyatına göre çok çok güzel ve kullanışlı;2
Küçücük bişe, Tarak takınca almıyor bile gitti 100tl büyük güçlü birşey sanmıştım;1
urun guzel evde tras icin yeterli;2
Annemin saçını kesmek için aldık, son derece başarılı. Daha pahalı bir ürün almadığım için memnunum. Ürün, kutusu, içeriği özenli ve düzgündü. Satıcıdan da memnun kaldım;2
ÜRÜN KESİNLİKLE SAÇ TRAŞI İÇİN UYGUN DEĞİL. ÜRÜN SAKAL TRAŞI İÇİNDE UYGUN DEĞİL. ÜRÜN KİRLİ SAKAL VE ENSE TRAŞI İÇİN UYGUN. BU ÜRÜNÜN YAPABİLECEKLERİNİ SAÇ KESİMİ MAKİNALARI DAHA İYİ YAPAR.;1
manyak bir ürün, çok iyi tras ediyor;2
evet süper her eve lazim;2
Ürün güzel uzun zamandır takip ettiğim bir ürün kargo hızlı parçalar tam ama tek eksik fabrikadan en son paketleyen yada oraya gelene kadar üstüne nikelajında ve ön yüzünde darbeler var bir iki tane olsa neyse diyecem ama 7-8 adet darbe çizik var kullandıkça komple nikelajı atmazsa iyidir bakalım kesimi nasıl denemedim henüz paketi yeni açtım firma yetkililerine selamlar dikkate alırsınız umarım kalite kontrol yada paketlemeden önce son bi ürünlere bakarsanız sağına soluna iyi olur jelatın yaparsanız cihaza daha iyi olur;2
Ürün sorunsuz elime ulaştı ufak bir sorum vardı mağaza yetkilisi halletti.;2
Ürün kullanışlı ve kaliteli kısa saç sevenler için iyi çünkü 3 numaraya kadar tarağı var.kesimi çok iyi güzel.;2
ürün resimlerde göründüğü gibi arkadaşlar güvenilir mağaza;2
evet berber arkadaş tavsiye etti kendide kullaniyor güzel fiyatina göre alinabilir;2
Ürün gayet güzel kullanşlı.;2
Ürünü yorumlara bakarak ve kendimce fiyat performans olarak en iyisi olduğunu düşündüğüm için aldım. Alır almaz kendimi tıraş ettim. Ürünün her yerinden kalite akıyor resmen. Daha önceden defalarca tıraş makinesi alıp kullandım. Kimisinin şarjı az gidiyor, kimisinin bıçakları kılları yoluyor, kimisi çok ısınıyor, kimisinin temizliği zor. İleride sorun yaşar mıyım bilmiyorum ama ilk izlenimim ürünün çok kaliteli oluşu ve performansının fazlasıyla yeterli olmasıydı.;2
Kullandığım makina teşekkür ederim kaliteli ürün;2
50 gün kargo bekledim gelen ürün bozuk çıktı değişim yapılması iade gönderdim. ürünü alıp iadeyi kabul etmedi;1
şiddetle tavsiye ederim;2
fiyat performans ürünü gayet tatmin edici;2
Ürün gayet kullanışlı ve zarif. Kutusu özenle hazırlanmış. Sipariş ettiğim günün ertesi hemen kargoya verildi ve çok hızlı elime ulaştı.;2
Kaç aylık kullanımım sonucu belirtmek isterim ki 5-3 kat fazla para verdiğim ürünlerden daha iyi.Keşke başlıkları farklı boylarda da olsaydı,saç keserken de istediğim şekilde kesebilseydim.Aşırı memnunum.;0
Arkadaşlar ürünü daha once deneme sansim olmustu. küçük pratik ve fiyatina göre oldukça başarılı. piyasada 150 tl civari burdan 93 e aldim. Sakali kisa sürede istediginiz uzinlukta kesebilirsiniz çok pratik. Saçta da aynen basarili fakat aparatlarinda 1..5...3 kademeler var. yani sacinizi 3 numaradan uzun kesemiyorsunuz. cabuk sarj olup uzun süreli kullanmak mümkün. Tavsiye ediyorum;2
Powertec markanın tüm ürünleri neredeyse kullanma şansım oldu ve tavsiye ettiğim bireyler oldu. bir önceki tıraş makinesini yaklaşık 8 yıl kullandım halada kullanıyorum en ufak bir sorun yaşamadım sadece bu ürün dikkatimi çekti ve denemek istedim ve sonuç harika. Motoru güçlü ve çekme batma gibi sorunlar olmuyor ve istediğiniz şekili anında görebiliyorsunuz. almak isteyenlere , düşünenlere şiddetle tavsiye ederim. Jilet kullanmak istemeyenler için sinek kaydı tıraş için tr658 modeli ile sıfır şekilde alıp tr150 silindir başlıklı modeli ile de pürüzsüz hale getirebilirsiniz.buda benden bir tavsiye düşünenler için...;2
Çok güzeli teşekkür ederim;2
TÜM SAMİMİYETİMLE SÖYLUYORUM PHİLİPSİN BİR MODELİNİ 150 LİRA CİVARI BİR FİYATA ALMIŞTIM ZERRE MEMNUN KALMADIM AMA BU CİHAZDAN ÖYLE MEMNUNUMKİ İYİKİ ALMIŞIM DİYORUM. BEĞENMEYEN OLUMSUZ YORUM YAPANLARI ANLAMIYORUM GERÇEKTEN SÜPER DAHA FAZLA ARAŞTIRMAYA GEREK YOK AL KARDEŞ AL :;2
görevini aksattığına denk gelmedim.;2
Ürünü denedim süper tavsiye ederim;2
ÜRÜN ÇOK GÜZEL MEMNUN KALDIM...;2
Evet beyendım sakal için almıstım basarılıbuldum;2
Yorumlara bakarak aldım ama çok memnun kalmadım. Çok ince bir traş yapmıyor. İki üç günlük traş olmuşsunuz gibi. Sıfıra yakın bir traş bekliyordum. Geldiğinde hemen kullandım. Traşın sonlarına doğru bayağı ısındı ve ciltte yanma hissi oluşturmaya başladı. Sakalda herhangi bir çekme hissi yaşatmadı. Lavabonun etrafı bayağı kıl oldu. Temizlemekle uğraştım bayağı. Bence ıslak kuru bir makina alınmalı ve bu tür makineler duşta kullanılmalı. Herkese iyi alış verişler.;1
ürün parasına göre işinizi hayli hayli goruur;2
harika bir ürün hem de yerli üretim;2
Bu ürünü Babama almıştım beğendiğim için bir tane de kendime aldım Fiyatına göre mükemmel.;2
Ürünü beğenmedim tavsiye etmem kargo geç taraklar çok dandik 1 tanesi kırık geldi.;1
Tarakları beş kuruş etmez;1
Ürün tam istediğim gibi fiyat makul 5 yıl garanti samsung şarj aleti ile de şarj yapılabiliyor. Düşünenlere tavsiyem hemen alın pişman olmazsınız. Sizlere faydam olsun diye bu yorumu yazdım.;2
evet ürün harika tasviye ederim;2
ürün küçük ama yaptığı iş çok büyük memnun kaldim;2
Ben ürünü sakal için aldım ama saç traşıda yaptım ben şahsen çok beyendim tavsiye ederim;2
Arkadaşlar öncelikle magaza çok ilgisiz içinden faturası garanti belgesi cıkmadı magazaya msj cektim mail adresinize yollandı yazıyorlar yüz kere msj cektim arkadaşım benim kullandıgım mail adresi su lütfen bu adrese yolkarmısınıZ diyorum yollamıyorlar aldıgım ürün garantisşz faturasıZ lütfen 5 fazla verin başka magazadan alın lütfen ilgisiZler dalga geciyorlar insanla;1
kesimi iyi , sakalı tam sıfır yapmiyor ama;0
Başlıksız iyi kesiyor, fakat başlık takıldığında saç, sakal kesilmeden kayıp gidiyor. Yavaş ilerletildiğinde de durum aynı. Tarak ile birlikte başlıksız kullanım için uygun. Malzeme kaliteli görünüyor. Ancak, bu durumda kendi kendinize saç traşı olmanız zordur.;0
Berberimde gördüm. Tavsiye üzerine aldım. Çok pratik ve kullanışlı. Bundan sonra berbere gitmeme gerek kalmadı.;2
Ürün gayet güzel ve kullanışlı beklentiyi karşılıyor teşekkürler.;2
Ürün güzeldi. Içerisinde tüm malzemeleri var. Paketleme daha iyi olabilirdi.;0
Resimdeki marka ürün geldi. Berberime danıştım, kısa saç için çok kullanışlı olduğunu kendisininde dükkanda kullandığını söyledi, onun için bu markayı tercih ettim . Haklıymış...;2
Beğendim çok güzel ürün;2
gayet güzel ve kaliteli;2
sakal için aldım , beğendim, 1mm,5mm,3mm başlıkları var;2
asla begenmedim;1
ÜRÜN YORUMLARDA TAMDA YAZILDIĞI GBİ KENDİ KÜÇÜK AMA YAPTIĞI İŞ BÜYÜK ÇOK GUCLU;2
Ürün çok iyi.Sağlam malzeme ve güçlü motoru var.bıçakları keskin.Bu fiyata kaçmaz.;2
Saç kesmeyi düşünenler almasın 3numarası bile sıfıra yakın;1
Kendim aydır kullanıyorum. Babama da aldım. İki defa ense ve yanları aldım. İki aylık sakalımı kademe kademe çok rahat bir şekilde aldı. Şarzı hala bitmedi. Çekme yapmadı. Tarak kısmı yetersiz. 1mm 5mm ve 3mm uzunluğunda tarakları var. Bunlar berberdeki 1 numara 5 numara 3 numara anlamında değildir. En uzun tarağı 3mm olanı berberdeki 1 numaraya denk gelir. en azından 6mm ve 9 mm taraklarda olsa daha kullanışlı olurdu. Telefon kabloları ile de şarj olması yolculuklar için avantaj. Tavsiye ederim.;2
evet beğendim süper ürün hızlı gönderi;2
Ürün dün geldi. Sadece deneme olarak çalıştırdık, şuan için bir sorun görünmüyor. İlerleyen zamanlarda performansı ile ilgili tekrar bilgi veririm.;2
Ürün olarak çok güzel;2
kullanışlı bir ürün arkadaslar;2
Ürün anlatıldığı gibi yalnız biraz küçük iyiye benziyor kullanıp görmek lazım;2
çok beğendim tam istediğim ürün;2
evet çok beğendim tam istediğim üründü;2
Evet çok başarılı;2
makina iş görecektir diye düşünüyorum. paket biraz daha özenle yapılsa iyi olur...;0
evet motoru güçlü is gorur;2
parasına göre iyi bir ürün;2
Evet çok teşekkür ediyorum;2
jilet kadar sıfır alıyor denmiş yorumlarda ayarından ayarladım ama jilet kadar degil 5 günlük sakal kadar alıyor;0
ucuz olmasına rağmen iyi sayılacak derecede traşı fena değil sakalları sıfır alıyor sinek kaydı olmasın diyorsanız işinizi görecekdir;0
Ürün başarılı beğendim sıfıra yakın alıyor tek eksik faturasız göndermişler.;0
Ya tek bende mi oldu bilmiyorum makineyi aldım yagladim ve ondan sonra ilk defa kullandım ve çizgi kıp kırmızı oldu resmen yandı jilet le keser gibi kesti yağladım ama yine de fayda etmedi kesme konusunda çok iyi kesiyor ona bisey diyemem ama jilet atmış gibi oldu her yerim yardım edin bu konuda;1
herşey anlatıldığı gibi;2
almış olduğum ürün anlatıldığı gibi emeği geçen herkese teşekkür ederek;2
Şiddetle tavsiye ederim çok iyi;2
Siparişim çok özensiz bir şekilde paketlenmiş olup, satıcı firma ne kargo ile ne de mail üzerinden fatura gönderimi yapmadı. Defalarca fatura talebi iletmeme rağmen, mail üzerinden bile fatura gönderilmedi. Hakkınızda N11 üzerinden şikayet talebinde bulunacağım.;1
Çok güzel paketleme ile hızlı bir şekilde gönderdi mağaza teşekkürler daha kullanma fırsatı olmadı ama yorumları çok iyi diye aldım zaten...;2
Devri yüksek olduğu için istenilen kesim yapılamıyor.;1
Ürün 758 le beraber aldım ama 758 bir tık daha derin temizliyor. Ama buda çok iyi. Kargo firması hariç hiç bir sorun yaşamadım o sorunda kota sorunundan dolayı ürün 15 günde geldi. Teşekkürler;0
ortalama fiyat iyi ürün iş görür ne kadar ömrü olur fikrim yok Philips almiyosan bunu al bence yoksa tabiki Philips;0
Cok memnun kalirsınız;2
1 tane aldım beklentimin üstünde çıktı 1 tane daha sipariş verdim.;2
Kesinlikle çok başarılı eşime aldım çok beğendi.tasarım olarak da çok şık;2
"Maalesef gereksiz övülen bir ürün. Sakallarımı kısaltırken çok olmasada kıllarımı çekti. Ayrıca yukarıdan aşağı doğru traş etmedi. Performansı vasat, bence bir F/P ürünü değil. Bu arada bu ürünle saç kesimi yapmayı düşününenler için ; Yapar ama sıkıntı çekersiniz. Hem uzun sürer hem de kısa ve yumuşak kıllları almak ta zorlanırsınız.";1
